slug,name,compound_class,outcome,grade,base,effect,caveat
tranexamic-acid,Tranexamic Acid,small_molecule,Topical: melasma (products typically 2–5%),B,Systematic review and meta-analysis of 21 trials (Zhang 2018) reporting reduced Melasma Area and Severity Index (MASI) and Melanin Index with only minor side effects; topical split-face RCT and mechanistic work (Kim 2016) support both efficacy and the plasmin-inhibition mechanism; comparable to hydroquinone in head-to-head work with fewer irritant reactions,"Gradual, visible evening of melasma-related pigmentation over weeks to months, with a milder tolerability profile than hydroquinone",The meta-analysis itself cautions the underlying trials are of limited methodological quality; much of the pooled evidence covers oral and intradermal routes rather than the topical cosmetic form; topical is milder than oral; not FDA-approved for melasma
tranexamic-acid,Tranexamic Acid,small_molecule,Topical: post-inflammatory hyperpigmentation & general uneven tone,B,"Mechanism (Maeda 2022) and dermatology reviews (Forbat 2019) support a pigment-calming action beyond melasma; direct trial evidence is strongest for melasma, with PIH and general tone benefit largely by extension",Modest improvement in the appearance of dark spots and uneven tone,Less direct trial evidence than for melasma; effects are gradual and depend on rigorous daily sun protection
tranexamic-acid,Tranexamic Acid,small_molecule,Safety (topical cosmetic form),,Widespread cosmetic use at 2–5%; controlled topical studies,"Generally well tolerated, with fewer irritant reactions than hydroquinone","Patch test and introduce gradually on sensitive skin. The ORAL form is a separate, prescription antifibrinolytic medication — out of scope for this cosmetic grade"
vip,VIP (Vasoactive Intestinal Peptide),peptide,"Endogenous physiology (circadian/SCN, vasodilation, anti-inflammatory)",A,"Extensive, well-replicated basic science (VIP is a real, central hormone)",,"This grades the molecule's natural role, NOT any benefit of taking exogenous VIP. ""VIP is important in the body"" ≠ ""VIP spray treats your condition"""
vip,VIP (Vasoactive Intestinal Peptide),peptide,"CIRS / mold-illness (""capstone"" nasal-spray therapy — the marketed use)",D,"Open-label 20-pt trial (18+ mo), 15-pt RNA-Seq, grey-matter-volume study",,"Almost entirely single-investigator (Shoemaker), open-label, small, unreplicated; CIRS is a contested diagnosis. Reported safety over long use is the strongest point"
vip,VIP (Vasoactive Intestinal Peptide),peptide,Inflammatory / pulmonary disease (inhaled VIP; aviptadil in ARDS/COVID),C,Legitimate research interest; aviptadil trials,,Real drug-development interest — but not established/approved; results mixed/inconclusive
vip,VIP (Vasoactive Intestinal Peptide),peptide,"Circadian / sleep, anxiety/depression, ""anti-aging,"" nootropic (speculative gray-market)",F,"Association studies + strong basic biology, but no interventional human proof",,No controlled human trials for these self-use claims; extrapolating from VIP's natural roles is unjustified
vip,VIP (Vasoactive Intestinal Peptide),peptide,Safety,,Long CIRS-protocol use reported,,"Reported well-tolerated in the CIRS setting; but it's a potent vasoactive/immune hormone, off-protocol self-dosing is unstudied, and product quality is unverified"
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Topical L-AA: fine wrinkles / photoaging appearance (5–15%),A,"Correia 2023 systematic review (J Cosmet Dermatol) of RCTs on topical vitamin C in photoaging — all 3 topography-assessed RCTs showed significantly smoother, less wrinkled skin vs placebo. Humbert 2003 double-blind 6-month RCT of 5% vitamin C cream: global clinical score improved from 6.7 to 4.4, significant density increase and reduced deep furrows (P<0.01). Traikovich 1999 randomised double-blind trial with computer-assisted topographical analysis — significant wrinkle improvement + biopsy-confirmed collagen formation over 12 weeks.",Measurable reduction in appearance of fine lines and improved skin texture over 3–6 months of consistent use,"Effect smaller than prescription retinoids or higher-strength retinol; requires stable formulation (low pH, airless packaging); results compound over months, not weeks"
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Antioxidant photoprotection (adjunct to sunscreen),A,"Extensive in-vitro and human studies; L-AA neutralises reactive oxygen species generated by UV; supplements — not replaces — sunscreen protection. Documented reduction in UV-induced erythema, DNA damage markers, lipid peroxidation.",Measurable antioxidant defence in the epidermis; visible reduction in UV-induced redness in some trials,"Not a sunscreen; SPF still required. Effect additive to, not substitutable for, mineral or chemical UV filters."
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,"Hyperpigmentation appearance (melasma, sun spots, PIH)",A,Multiple RCTs including MAP vesicular delivery trial in melasma patients (Antera 3D imaging); Correia 2023 systematic review documented objective lightening measures in melasma and solar lentigines with topical vitamin C,Reduction in melanin content and visible pigmentation over 8–12 weeks,"Effect smaller than prescription hydroquinone; combination with niacinamide, tranexamic acid, or licorice extract enhances visible effect; SPF is essential during treatment (UV re-triggers pigmentation)"
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Collagen synthesis (mechanism-level cofactor),A,"Extensively documented — L-AA is an essential cofactor for prolyl-4-hydroxylase and lysyl hydroxylase, the enzymes that hydroxylate proline and lysine residues in procollagen (required for stable triple-helix formation). Without ascorbate, collagen cannot form correctly. Traikovich 1999 histologic biopsy evidence of new collagen formation after 12-week topical use.",Enables and supports normal collagen synthesis; contributes to documented visible firmness benefits,"Mechanism-level Grade A does not translate 1:1 to visible clinical effect — vehicle, stability, penetration, and duration determine real-world outcome"
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Topical L-AA at 20%+ (high-strength),B,Some formulations market 20% L-AA; limited comparative evidence that >15% delivers more benefit than 10-15%; higher concentrations associated with more irritation and stability challenges,No consistent evidence of superior efficacy over 10–15% at appearance endpoints,Marketing claims often outrun evidence; ceiling of useful concentration appears to be around 15–20% before irritation outweighs benefit
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,"Vitamin C derivatives (SAP, MAP, ascorbyl glucoside, EAA, THDA)",B,"Systematic review of derivatives (J Skin Sci Cosmetol 2025); derivatives are more stable and better tolerated than L-AA but require enzymatic conversion in skin (variable efficiency); individual derivatives have different, generally smaller, clinical evidence bases than L-AA itself","Variable — depends on derivative, formulation, and skin's own enzymatic capacity",Not automatically equivalent to L-AA; SAP has best-documented antioxidant/acne-support data; MAP best for sensitive skin and brightening; THDA (quasi-drug in Japan/Korea at 2–3%) best for lipophilic delivery but requires enzymatic conversion; EAA has limited independent clinical data despite marketing prominence
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Sensitive skin tolerability,,"Well-tolerated in most subjects at 10-15% with proper formulation; derivatives (especially MAP, SAP, ascorbyl glucoside) offer improved tolerability for sensitive skin",Well-tolerated with appropriate formulation,"L-AA at low pH (<3.5) can cause stinging, transient redness on very sensitive or reactive skin; derivatives circumvent this at cost of lower nominal potency"
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Formulation stability (mechanism-level),,"L-AA oxidises rapidly on exposure to air, light, heat, and metals; requires low pH (<3.5) for effective skin penetration but low pH creates formulation and packaging constraints. Optimal packaging: airless pumps, opaque or amber, minimal headspace.",A colour change from clear/light-yellow to dark orange/brown indicates significant oxidation and degradation of active,Consumers should discard L-AA serums that have darkened significantly; derivatives are far more stable but deliver active only after enzymatic conversion in skin
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Compatibility with copper peptides (GHK-Cu),,Formulator-level knowledge — L-AA at required low pH destabilises the GHK-Cu copper-peptide complex; free copper ions become reactive and irritating; both actives lose efficacy when combined in same product or same application step,L-AA and GHK-Cu are incompatible in shared formulation and shared application step,"Stable derivatives (sodium ascorbyl phosphate, ascorbyl glucoside) at higher pH avoid this incompatibility. Alternative routine strategy: L-AA in AM routine, GHK-Cu in PM — this is the standard formulator recommendation."
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,Systemic / oral vitamin C for skin outcomes,,Oral vitamin C supplementation supports normal skin function (collagen cofactor role) but oral dose does not efficiently deliver high concentrations to skin — topical route is required for cosmetic-visible effects,Adequate dietary intake supports collagen homeostasis; supraphysiological supplementation does not translate to visible topical outcomes,Outside cosmetic scope; do not conflate oral nutrition data with topical serum claims
vitamin-c,Vitamin C (L-Ascorbic Acid),small_molecule,"""Stable vitamin C"" equivalence to L-ascorbic acid",F,Marketing claim,,"No human trial has placed a derivative beside L-ascorbic acid at matched concentration and endpoint; the comparison the claim rests on has never been run. Human data exists for each separately, never in the same study. Conversion to L-ascorbic acid in living skin is unquantified. Stability is real; equivalence is the inference drawn from it, and that inference is untested."
wolverine-stack,"""Wolverine"" Stack (BPC-157 + TB-500)",blend,The combination's synergy / healing (the entire selling point),F,"Zero published studies on BPC-157 + TB-500 together (human or animal); no PK, no safety data",,"The defining fact: the stack itself has never been studied. ""Synergy"" is inference from separate compounds, never tested vs either alone"
wolverine-stack,"""Wolverine"" Stack (BPC-157 + TB-500)",blend,Mechanistic rationale (coupled angiogenesis + cell migration),C,Coherent: BPC-157 (angiogenesis/GF) + TB-500 (actin/cell migration) address different repair phases,,Genuinely elegant reasoning — but a rationale is not evidence of synergy or safety
wolverine-stack,"""Wolverine"" Stack (BPC-157 + TB-500)",blend,BPC-157 alone (soft tissue/gut),D,~35 preclinical + 1 retrospective clinical (per 2025 review),,Animal-heavy; minimal human data — see full BPC-157 entry (#11)
wolverine-stack,"""Wolverine"" Stack (BPC-157 + TB-500)",blend,TB-500 fragment alone,D,No completed published RCT; parent Tβ4 has some Phase 2 data,,The fragment sold isn't the parent molecule that has trial data — see #12
wolverine-stack,"""Wolverine"" Stack (BPC-157 + TB-500)",blend,Combination safety,,None,,No data on additive/interactive risk; both components FDA Category 2; stacking multiplies unknowns
